Measure,MeasureType,Year,Ethnicity,GeoArea,AgeGroup,VariableName,Variable,Value,LowerCI,UpperCI,QualityInd
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Abdominal Pain and Mesenteric Adenitis,3.6,3.2,3.9,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Abdominal Pain and Mesenteric Adenitis,4.1,3.2,3.9,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Total,Total,events,Cellulitis,3.9,3.7,4.1,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Total,Total,events,Cellulitis,4.1,3.7,4.1,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,events,Abdominal Pain and Mesenteric Adenitis,3.9,3,5.1,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,events,Abdominal Pain and Mesenteric Adenitis,4.1,3,5.1,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Abdominal Pain and Mesenteric Adenitis,4.1,3.7,4.4,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Abdominal Pain and Mesenteric Adenitis,4.1,3.7,4.4,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Respiratory Infections and Inflammations,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Respiratory Infections and Inflammations,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,events,Abdominal Pain and Mesenteric Adenitis,4.1,3.9,4.2,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,events,Abdominal Pain and Mesenteric Adenitis,4.1,3.9,4.2,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,events,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,events,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Total,Total,events,Abdominal Pain and Mesenteric Adenitis,4,3.9,4,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Total,Total,events,Abdominal Pain and Mesenteric Adenitis,4.1,3.9,4,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Pacific peoples,Total,Total,events,Other Digestive System Disorders,3.5,3.3,3.6,NA
4.4 Acute bed days,Crude rate,2022,Pacific peoples,Total,Total,events,Other Digestive System Disorders,4.1,3.3,3.6,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,events,Oesophagitis and Gastroenteritis,3.8,3,4.6,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,events,Oesophagitis and Gastroenteritis,4.1,3,4.6,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Tūwharetoa,Total,people,Respiratory Infections and Inflammations,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Tūwharetoa,Total,people,Respiratory Infections and Inflammations,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Te Tauraki,Total,events,Chest Pain,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Te Tauraki,Total,events,Chest Pain,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Te Tiratū,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Te Tiratū,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,events,Abdominal Pain and Mesenteric Adenitis,4,3.8,4.3,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,events,Abdominal Pain and Mesenteric Adenitis,4,3.8,4.3,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,bed_days,Major Affective Disorders,7,5.9,8.2,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,bed_days,Major Affective Disorders,4,5.9,8.2,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,events,"Arrhythmia, Cardiac Arrest and Conduction Disorders",s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,events,"Arrhythmia, Cardiac Arrest and Conduction Disorders",s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Abdominal Pain and Mesenteric Adenitis,4,3.8,4.2,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Abdominal Pain and Mesenteric Adenitis,4,3.8,4.2,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,events,Stroke and Other Cerebrovascular Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,events,Stroke and Other Cerebrovascular Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Total,Total,people,Abdominal Pain and Mesenteric Adenitis,3.8,3.8,3.9,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Total,Total,people,Abdominal Pain and Mesenteric Adenitis,4,3.8,3.9,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,events,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,events,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Total,Total,people,Abdominal Pain and Mesenteric Adenitis,3.8,3.6,4,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Total,Total,people,Abdominal Pain and Mesenteric Adenitis,4,3.6,4,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Total,Total,events,Other Digestive System Disorders,3.4,3.2,3.6,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Total,Total,events,Other Digestive System Disorders,4,3.2,3.6,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Chest Pain,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Chest Pain,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,events,Cellulitis,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,events,Cellulitis,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Abdominal Pain and Mesenteric Adenitis,3.8,3.1,4.7,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Abdominal Pain and Mesenteric Adenitis,4,3.1,4.7,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,events,Cellulitis,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,events,Cellulitis,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Abdominal Pain and Mesenteric Adenitis,3.8,3.6,3.9,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Abdominal Pain and Mesenteric Adenitis,4,3.6,3.9,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Te Moana a Toi,Total,people,Abdominal Pain and Mesenteric Adenitis,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Te Moana a Toi,Total,people,Abdominal Pain and Mesenteric Adenitis,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Te Tiratū,Total,people,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Te Tiratū,Total,people,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Total,Total,people,Abdominal Pain and Mesenteric Adenitis,3.7,3.5,3.9,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Total,Total,people,Abdominal Pain and Mesenteric Adenitis,4,3.5,3.9,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Total,Total,events,Other Digestive System Disorders,3.4,3.2,3.6,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Total,Total,events,Other Digestive System Disorders,4,3.2,3.6,NA
4.4 Acute bed days,Age-standardised rate,2020,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Stroke and Other Cerebrovascular Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2020,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Stroke and Other Cerebrovascular Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2020,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Crude rate,2020,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2020,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2020,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2020,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,events,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Crude rate,2020,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,events,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2020,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2020,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2020,Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2020,Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2020,Pacific peoples,Te Tauraki,Total,events,Chest Pain,s,s,s,NA
4.4 Acute bed days,Crude rate,2020,Pacific peoples,Te Tauraki,Total,events,Chest Pain,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2020,Pacific peoples,Te Tiratū,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,s,s,s,NA
4.4 Acute bed days,Count,2020,Pacific peoples,Te Tiratū,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,s,s,s,NA
4.4 Acute bed days,Crude rate,2020,Pacific peoples,Te Tiratū,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Te Mātuku,Total,people,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Te Mātuku,Total,people,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Respiratory Infections and Inflammations,3.6,3.2,4,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,people,Respiratory Infections and Inflammations,4,3.2,4,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Te Tauraki,Total,people,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Te Tauraki,Total,people,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Total,Total,events,Other Digestive System Disorders,3.4,3.3,3.6,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Total,Total,events,Other Digestive System Disorders,4,3.3,3.6,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,"Arrhythmia, Cardiac Arrest and Conduction Disorders",s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,"Arrhythmia, Cardiac Arrest and Conduction Disorders",s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,people,Abdominal Pain and Mesenteric Adenitis,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,people,Abdominal Pain and Mesenteric Adenitis,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Pacific peoples,Te Tiratū,Total,people,Respiratory Infections and Inflammations,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Pacific peoples,Te Tiratū,Total,people,Respiratory Infections and Inflammations,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2022,Pacific peoples,Tihei Takitimu,Total,events,Injuries,s,s,s,NA
4.4 Acute bed days,Crude rate,2022,Pacific peoples,Tihei Takitimu,Total,events,Injuries,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Chest Pain,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Chest Pain,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,events,Respiratory Infections and Inflammations,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,events,Respiratory Infections and Inflammations,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Mātuku,Total,people,Oesophagitis and Gastroenteritis,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Mātuku,Total,people,Oesophagitis and Gastroenteritis,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Abdominal Pain and Mesenteric Adenitis,3.5,3.2,3.9,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Abdominal Pain and Mesenteric Adenitis,4,3.2,3.9,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,people,Respiratory Infections and Inflammations,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,people,Respiratory Infections and Inflammations,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,people,Injuries,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,people,Injuries,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Total,Total,bed_days,Schizophrenia Disorders,3.6,3.5,3.6,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Total,Total,bed_days,Schizophrenia Disorders,4,3.5,3.6,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Tūwharetoa,Total,events,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Tūwharetoa,Total,events,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Tūwharetoa,Total,people,"Arrhythmia, Cardiac Arrest and Conduction Disorders",s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Tūwharetoa,Total,people,"Arrhythmia, Cardiac Arrest and Conduction Disorders",s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Otitis Media and Upper Respiratory Infections,6.3,3.4,10.4,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Otitis Media and Upper Respiratory Infections,4,3.4,10.4,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Te Tauraki,Total,events,Respiratory Infections and Inflammations,3.7,3,4.4,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Te Tauraki,Total,events,Respiratory Infections and Inflammations,4,3,4.4,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Te Tauraki,Total,events,Abdominal Pain and Mesenteric Adenitis,3.7,3,4.5,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Te Tauraki,Total,events,Abdominal Pain and Mesenteric Adenitis,4,3,4.5,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Tihei Takitimu,Total,events,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Tihei Takitimu,Total,events,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Total,Total,events,Oesophagitis and Gastroenteritis,4.1,3.8,4.3,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Total,Total,events,Oesophagitis and Gastroenteritis,4,3.8,4.3,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Heart Failure and Shock,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,people,Stroke and Other Cerebrovascular Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,people,Stroke and Other Cerebrovascular Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,bed_days,Schizophrenia Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,bed_days,Schizophrenia Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Total,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Te Tauraki,Total,events,Abdominal Pain and Mesenteric Adenitis,3.8,3.1,4.7,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Te Tauraki,Total,events,Abdominal Pain and Mesenteric Adenitis,3.9,3.1,4.7,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Chronic Obstructive Airways Disease,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Tauraki,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Tauraki,Total,people,Other Digestive System Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Total,Total,people,Abdominal Pain and Mesenteric Adenitis,3.7,3.6,3.8,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Total,Total,people,Abdominal Pain and Mesenteric Adenitis,3.9,3.6,3.8,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,bed_days,Schizophrenia Disorders,s,s,s,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,bed_days,Schizophrenia Disorders,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,events,Heart Failure and Shock,s,s,s,NA
